pos,logp,feature,significant
2.07126536406577,0.575241177355774,intergenic,FALSE
3.40944912750274,0.97448146315399,intergenic,FALSE
43.6287283664569,0.333321746138272,intergenic,FALSE
120.396699872799,0.455243992508414,intergenic,FALSE
170.577913639136,0.973777319473,intergenic,FALSE
174.262005602941,0.777552215613529,intergenic,FALSE
203.570695593953,0.602554810814489,intergenic,FALSE
204.735540202819,0.792217076597639,intergenic,FALSE
222.669910057448,1.02144979965168,intergenic,FALSE
223.608078667894,0.0559877872688128,intergenic,FALSE
255.243721883744,0.457243037754433,intergenic,FALSE
269.333608914167,0.840675762918946,intergenic,FALSE
279.153235140257,0.731325761017408,intergenic,FALSE
281.803566031158,0.702246052787894,intergenic,FALSE
295.491732191294,1.29393733117092,intergenic,FALSE
350.285288295709,0.466741386130472,intergenic,FALSE
440.435762051493,0.0738596687192486,intergenic,FALSE
475.580027676188,0.295579117308199,intergenic,FALSE
486.128928721882,0.0856451203684799,intergenic,FALSE
533.498930744827,0.131735124151049,intergenic,FALSE
535.082999034785,0.0834126705979045,intergenic,FALSE
591.661502723582,0.017564785607182,intergenic,FALSE
592.459567822516,0.0756509095594228,intergenic,FALSE
615.952688734978,0.339804665092667,intergenic,FALSE
617.80810682103,0.352951991481532,intergenic,FALSE
621.074522612616,1.16276935594037,intergenic,FALSE
641.241698409431,0.267633608811673,intergenic,FALSE
677.829741616733,0.35885518051446,intergenic,FALSE
679.097358835861,1.89132370024136,intergenic,FALSE
696.104326983914,0.953481361832803,intergenic,FALSE
720.465193502605,0.0960793529910248,intergenic,FALSE
802.854915848002,1.0455375471214,intergenic,FALSE
803.64193499554,1.02930501900576,intergenic,FALSE
803.684990736656,0.0872916703379048,intergenic,FALSE
806.065042968839,0.697647394418826,intergenic,FALSE
825.741126551293,0.00127583001329574,intergenic,FALSE
860.213848412968,0.299781216998071,intergenic,FALSE
869.731348589994,0.429570124514647,intergenic,FALSE
884.517455357127,1.41727449179338,intergenic,FALSE
888.45636381302,0.85732356525199,intergenic,FALSE
902.649353141896,0.125661508782557,intergenic,FALSE
905.211127130315,0.397334416096475,intergenic,FALSE
913.406178820878,0.345014147487432,intergenic,FALSE
918.199635227211,4.40188457457869e-05,intergenic,FALSE
935.420185793191,0.786022750365976,intergenic,FALSE
947.260948363692,1.00789902008333,intergenic,FALSE
1017.88930187467,0.767979637884075,intergenic,FALSE
1020.24626720231,0.0821236921751238,intergenic,FALSE
1079.06788692344,0.841048880643791,intergenic,FALSE
1079.48593853507,0.328810706396411,intergenic,FALSE
1086.74639998935,0.0367286394572974,intergenic,FALSE
1094.59514496848,0.0602751087659627,intergenic,FALSE
1100.29193933588,0.621375312534502,intergenic,FALSE
1127.28384404909,0.311278803419317,intergenic,FALSE
1146.76163799595,0.0206114153617667,intergenic,FALSE
1163.73756411485,0.289708194340546,intergenic,FALSE
1168.21424779482,0.779370216357742,intergenic,FALSE
1169.05224218499,0.336694989157787,intergenic,FALSE
1225.84566660225,0.30321832282051,intergenic,FALSE
1232.10588586517,0.487803803586472,intergenic,FALSE
1237.01910953969,0.739457889219636,intergenic,FALSE
1243.41319582891,0.0284889326058504,intergenic,FALSE
1255.20233914722,1.08608137564331,intergenic,FALSE
1275.72412602603,0.817018684464977,intergenic,FALSE
1355.45178770553,0.191551990961856,intergenic,FALSE
1378.80589370616,0.327491727270577,intergenic,FALSE
1402.2344306577,0.86677662959035,intergenic,FALSE
1406.07877448201,0.00543342364412864,intergenic,FALSE
1417.08048828878,0.560197524566162,intergenic,FALSE
1443.85544036049,0.373444630965306,intergenic,FALSE
340,6.4,coding,TRUE
705,9.1,coding,TRUE
780,4.6,leader,TRUE
1020,7.2,rss,TRUE
1215,5.1,coding,TRUE
